Survived,Sex,Age,Parch,Fare,Embarked_S,Embarked_C,Embarked_Q,First Class,Second Class,Third Class
566,0,0,0.233475748,0,0.015411575,1,0,0,0,0
567,0,1,0.359135461,0.666666667,0.04113566,1,0,0,0,0
569,1,0,0.396833375,0,0.015330377,1,0,0,0,0
570,1,0,0.773812516,0,0.020494635,1,0,0,0,1
571,1,1,0.660718774,0,0.100480707,1,0,0,1,0
572,1,0,0.447097261,0,0.05150497,1,0,0,1,0
574,0,0,0.195777834,0,0.015712554,1,0,0,0,0
575,0,0,0.233475748,0,0.028302115,1,0,0,0,0
576,1,1,0.421965318,0,0.02537431,1,0,0,0,1
577,1,1,0.484795175,0,0.109109534,1,0,0,1,0
579,1,0,0.396833375,0,0.01546857,1,0,0,0,0
580,1,1,0.308871576,0.166666667,0.0585561,1,0,0,0,1
581,1,1,0.484795175,0.166666667,0.216429788,0,1,0,1,0
582,0,0,0.673284745,0,0.05074862,1,0,0,0,1
583,0,0,0.447097261,0,0.078318784,0,1,0,1,0
585,1,1,0.220909776,0.333333333,0.155466446,1,0,0,1,0
586,0,0,0.585322946,0,0.02927805,1,0,0,0,1
587,1,0,0.748680573,0.166666667,0.154588105,0,1,0,1,0
588,0,0,0.271173662,0,0.015712554,1,0,0,0,0
590,0,0,0.434531289,0,0.013907074,1,0,0,0,0
591,1,1,0.648152802,0,0.152766424,0,1,0,1,0
592,0,0,0.585322946,0,0.014151058,1,0,0,0,0
594,0,0,0.459663232,0,0.05074862,1,0,0,0,1
595,0,0,0.447097261,0.166666667,0.047137661,1,0,0,0,0
597,0,0,0.610454888,0,0,1,0,0,0,0
599,1,0,0.610454888,0,0.111118398,0,1,0,1,0
600,1,1,0.296305604,0.166666667,0.05270049,1,0,0,0,1
603,0,0,0.547625031,0,0.015712554,1,0,0,0,0
604,1,0,0.434531289,0,0.051822149,0,1,0,1,0
605,0,0,0.447097261,0,0.030351579,1,0,0,0,0
606,0,0,0.371701433,0,0.015411575,1,0,0,0,0
607,1,0,0.334003519,0,0.059532035,1,0,0,1,0
608,1,1,0.271173662,0.333333333,0.081157193,0,1,0,0,1
609,1,1,0.497361146,0,0.299538851,1,0,0,1,0
610,0,1,0.484795175,0.833333333,0.061044735,1,0,0,0,0
614,0,0,0.434531289,0,0.015712554,1,0,0,0,0
615,1,1,0.296305604,0.333333333,0.126871551,1,0,0,0,1
616,0,0,0.421965318,0.166666667,0.028106928,1,0,0,0,0
617,0,1,0.321437547,0,0.031425107,1,0,0,0,0
618,1,1,0.044986177,0.166666667,0.07612293,1,0,0,0,1
619,0,0,0.321437547,0,0.020494635,1,0,0,0,1
620,0,0,0.334003519,0,0.028212719,0,1,0,0,0
621,1,0,0.522493089,0,0.102578967,1,0,0,1,0
622,1,0,0.246041719,0.166666667,0.030725752,0,1,0,0,0
623,0,0,0.25860769,0,0.015330377,1,0,0,0,0
624,0,0,0.25860769,0,0.031425107,1,0,0,0,0
625,0,0,0.761246544,0,0.063086,1,0,0,1,0
626,0,0,0.710982659,0,0.024105595,0,0,1,0,1
627,1,1,0.25860769,0,0.152164468,1,0,0,1,0
628,0,0,0.321437547,0,0.015411575,1,0,0,0,0
630,1,0,1,0,0.0585561,1,0,0,1,0
631,0,0,0.635586831,0,0.013768881,1,0,0,0,0
632,1,0,0.396833375,0,0.059532035,0,1,0,1,0
634,0,1,0.107816034,0.333333333,0.054457173,1,0,0,0,0
635,1,1,0.34656949,0,0.02537431,1,0,0,0,1
636,0,0,0.396833375,0,0.01546857,1,0,0,0,0
637,0,0,0.384267404,0.166666667,0.051236588,1,0,0,0,1
638,0,1,0.509927117,0.833333333,0.077464841,1,0,0,0,0
640,0,0,0.246041719,0,0.015330377,1,0,0,0,0
641,1,1,0.296305604,0,0.135264592,0,1,0,1,0
642,0,1,0.019854235,0.333333333,0.054457173,1,0,0,0,0
644,1,1,0.004146771,0.166666667,0.037589698,0,1,0,0,0
645,1,0,0.597888917,0,0.149765424,0,1,0,1,0
646,0,0,0.233475748,0,0.015411575,1,0,0,0,0
647,1,0,0.698416688,0,0.069291385,0,1,0,1,0
649,1,1,0.283739633,0,0.014736619,1,0,0,0,0
651,1,1,0.220909776,0.166666667,0.04489301,1,0,0,0,1
652,0,0,0.25860769,0,0.016460705,1,0,0,0,0
654,0,1,0.220909776,0,0.013175123,0,0,1,0,0
655,0,0,0.296305604,0,0.143462446,1,0,0,0,1
657,0,1,0.396833375,0.166666667,0.030253985,0,0,1,0,0
658,0,0,0.283739633,0,0.02537431,1,0,0,0,1
659,0,0,0.72354863,0.333333333,0.221098075,0,1,0,1,0
660,1,0,0.62302086,0,0.260867427,1,0,0,1,0
661,0,0,0.497361146,0,0.014102261,0,1,0,0,0
662,0,0,0.585322946,0,0.049943474,1,0,0,1,0
663,0,0,0.447097261,0,0.014630827,1,0,0,0,0
664,1,0,0.246041719,0,0.01546857,1,0,0,0,0
665,0,0,0.396833375,0,0.143462446,1,0,0,0,1
666,0,0,0.308871576,0,0.02537431,1,0,0,0,1
668,0,0,0.53505906,0,0.015712554,1,0,0,0,0
670,1,1,0.497361146,0.166666667,0.07612293,1,0,0,0,1
671,0,0,0.384267404,0,0.10149724,1,0,0,1,0
672,0,0,0.874340287,0,0.020494635,1,0,0,0,1
673,1,0,0.384267404,0,0.02537431,1,0,0,0,1
675,0,0,0.220909776,0,0.015175789,1,0,0,0,0
676,0,0,0.30258859,0,0.015712554,1,0,0,0,0
677,1,1,0.220909776,0,0.019209719,1,0,0,0,0
678,0,1,0.53505906,1,0.091542703,1,0,0,0,0
679,1,0,0.447097261,0.166666667,1,0,1,0,1,0
681,1,0,0.334003519,0,0.149765424,0,1,0,1,0
682,0,0,0.246041719,0,0.018006001,1,0,0,0,0
683,0,0,0.170645891,0.333333333,0.091542703,1,0,0,0,0
684,0,0,0.748680573,0.166666667,0.07612293,1,0,0,0,1
685,0,0,0.308871576,0.333333333,0.081157193,0,1,0,0,1
686,0,0,0.170645891,0.166666667,0.077464841,1,0,0,0,0
687,0,0,0.233475748,0,0.019852079,1,0,0,0,0
688,0,0,0.220909776,0,0.015216388,1,0,0,0,0
689,1,1,0.183211862,0.166666667,0.412503328,1,0,0,1,0
690,1,0,0.384267404,0,0.111256591,1,0,0,1,0
691,1,1,0.044986177,0.166666667,0.026187654,0,1,0,0,0
693,0,0,0.308871576,0,0.014102261,0,1,0,0,0
694,0,0,0.748680573,0,0.051822149,1,0,0,1,0
695,0,0,0.648152802,0,0.026350245,1,0,0,0,1
696,0,0,0.547625031,0,0.015712554,1,0,0,0,0
698,0,0,0.610454888,0.166666667,0.216429788,0,1,0,1,0
699,0,0,0.522493089,0,0.014931806,1,0,0,0,0
700,1,1,0.220909776,0,0.444099224,0,1,0,1,0
701,1,0,0.434531289,0,0.051309783,1,0,0,1,0
702,0,1,0.220909776,0.166666667,0.028212719,0,1,0,0,0
703,0,0,0.308871576,0,0.015110792,0,0,1,0,0
704,0,0,0.321437547,0,0.015330377,1,0,0,0,0
705,0,0,0.484795175,0,0.05074862,1,0,0,0,1
706,1,1,0.560191003,0,0.026350245,1,0,0,0,1
707,1,0,0.522493089,0,0.051309783,1,0,0,1,0
708,1,1,0.271173662,0,0.2958059,1,0,0,1,0
710,1,1,0.296305604,0,0.096625763,0,1,0,1,0
712,1,0,0.597888917,0,0.10149724,1,0,0,1,0
713,0,0,0.359135461,0,0.018510169,1,0,0,0,0
714,0,0,0.648152802,0,0.02537431,1,0,0,0,1
715,0,0,0.233475748,0,0.014931806,1,0,0,0,0
716,1,1,0.472229203,0,0.444099224,0,1,0,1,0
717,1,1,0.334003519,0,0.020494635,1,0,0,0,1
719,0,0,0.409399347,0,0.015175789,1,0,0,0,0
720,1,1,0.07011812,0.166666667,0.06441171,1,0,0,0,1
721,0,0,0.208343805,0,0.013768881,1,0,0,0,0
722,0,0,0.421965318,0,0.02537431,1,0,0,0,1
723,0,0,0.62302086,0,0.02537431,1,0,0,0,1
724,1,0,0.334003519,0,0.103644298,1,0,0,1,0
725,0,0,0.246041719,0,0.016908074,1,0,0,0,0
726,1,1,0.371701433,0,0.04098927,1,0,0,0,1
728,0,0,0.308871576,0,0.05074862,1,0,0,0,1
729,0,1,0.308871576,0,0.01546857,1,0,0,0,0
730,1,1,0.359135461,0,0.412503328,1,0,0,1,0
731,0,0,0.132947977,0,0.036670758,0,1,0,0,0
733,0,0,0.283739633,0,0.02537431,1,0,0,0,1
734,0,0,0.283739633,0,0.02537431,1,0,0,0,1
735,0,0,0.352852476,0,0.031425107,1,0,0,0,0
736,0,1,0.597888917,0.5,0.067095532,1,0,0,0,0
737,1,0,0.434531289,0,1,0,1,0,1,0
741,0,0,0.447097261,0,0.15390495,1,0,0,1,0
742,1,1,0.25860769,0.333333333,0.512121894,0,1,0,1,0
743,0,0,0.296305604,0,0.031425107,1,0,0,0,0
744,1,0,0.384267404,0,0.01546857,1,0,0,0,0
745,0,0,0.874340287,0.166666667,0.138582771,1,0,0,1,0
746,0,0,0.195777834,0.166666667,0.039525368,1,0,0,0,0
747,1,1,0.371701433,0,0.02537431,1,0,0,0,1
748,0,0,0.233475748,0,0.103644298,1,0,0,1,0
749,0,0,0.384267404,0,0.015126993,0,0,1,0,0
750,1,1,0.044986177,0.166666667,0.04489301,1,0,0,0,1
751,1,0,0.07011812,0.166666667,0.024349578,1,0,0,0,0
752,0,0,0.409399347,0,0.018542765,1,0,0,0,0
753,0,0,0.283739633,0,0.015411575,1,0,0,0,0
754,1,1,0.597888917,0.333333333,0.126871551,1,0,0,0,1
755,1,0,0.003141493,0.166666667,0.028302115,1,0,0,0,1
756,0,0,0.34656949,0,0.015216388,1,0,0,0,0
757,0,0,0.220909776,0,0.022446505,1,0,0,0,1
758,0,0,0.421965318,0,0.015712554,1,0,0,0,0
759,1,1,0.409399347,0,0.168836756,1,0,0,1,0
761,0,0,0.509927117,0,0.013907074,1,0,0,0,0
762,1,0,0.246041719,0,0.014110459,0,1,0,0,0
763,1,1,0.447097261,0.333333333,0.234224401,1,0,0,1,0
764,0,0,0.195777834,0,0.015175789,1,0,0,0,0
765,1,1,0.635586831,0,0.152164468,1,0,0,1,0
767,0,1,0.377984418,0,0.015126993,0,0,1,0,0
769,0,0,0.396833375,0,0.016322513,1,0,0,0,0
770,0,0,0.296305604,0,0.018542765,1,0,0,0,0
771,0,0,0.597888917,0,0.015330377,1,0,0,0,0
772,0,1,0.710982659,0,0.020494635,1,0,0,0,1
774,1,1,0.673284745,0.5,0.04489301,1,0,0,0,1
775,0,0,0.220909776,0,0.015126993,1,0,0,0,0
777,1,1,0.057552149,0,0.024349578,1,0,0,0,0
779,1,1,0.53505906,0.166666667,0.412503328,1,0,0,1,0
780,1,1,0.15807992,0,0.014110459,0,1,0,0,0
781,1,1,0.208343805,0,0.111256591,1,0,0,1,0
782,0,0,0.359135461,0,0.0585561,1,0,0,1,0
784,0,0,0.308871576,0,0.013760684,1,0,0,0,0
785,0,0,0.308871576,0,0.014151058,1,0,0,0,0
786,1,1,0.220909776,0,0.014630827,1,0,0,0,0
787,0,0,0.095250063,0.166666667,0.056848214,0,0,1,0,0
788,1,0,0.007288263,0.333333333,0.040159725,1,0,0,0,0
789,0,0,0.572756974,0,0.154588105,0,1,0,1,0
791,0,0,0.195777834,0,0.05074862,1,0,0,0,1
794,0,0,0.308871576,0,0.015411575,1,0,0,0,0
795,0,0,0.484795175,0,0.02537431,1,0,0,0,1
796,1,1,0.610454888,0,0.050610428,1,0,0,1,0
797,1,1,0.384267404,0,0.016948673,1,0,0,0,0
798,0,0,0.371701433,0,0.014110459,0,1,0,0,0
799,0,1,0.371701433,0.166666667,0.047137661,1,0,0,0,0
800,0,0,0.421965318,0,0.02537431,1,0,0,0,1
801,1,1,0.384267404,0.166666667,0.051236588,1,0,0,0,1
802,1,0,0.132947977,0.333333333,0.234224401,1,0,0,1,0
803,1,0,0,0.166666667,0.016623491,0,1,0,0,0
804,1,0,0.334003519,0,0.013614293,1,0,0,0,0
805,0,0,0.384267404,0,0.015175789,1,0,0,0,0
806,0,0,0.484795175,0,0,1,0,0,1,0
807,0,1,0.220909776,0,0.015175789,1,0,0,0,0
808,0,0,0.484795175,0,0.02537431,1,0,0,0,1
809,1,1,0.409399347,0,0.103644298,1,0,0,1,0
810,0,0,0.321437547,0,0.015395375,1,0,0,0,0
811,0,0,0.484795175,0,0.047137661,1,0,0,0,0
812,0,0,0.434531289,0,0.020494635,1,0,0,0,1
813,0,1,0.07011812,0.333333333,0.061044735,1,0,0,0,0
814,0,0,0.377984418,0,0.015712554,1,0,0,0,0
816,0,1,0.283739633,0,0.01546857,1,0,0,0,0
817,0,0,0.384267404,0.166666667,0.072227388,0,1,0,0,1
818,0,0,0.53505906,0,0.012589562,1,0,0,0,0
819,0,0,0.120382006,0.333333333,0.054457173,1,0,0,0,0
820,1,1,0.648152802,0.166666667,0.182499846,1,0,0,1,0
821,1,0,0.334003519,0,0.016908074,1,0,0,0,0
822,0,0,0.472229203,0,0,1,0,0,1,0
823,1,1,0.334003519,0.166666667,0.024349578,1,0,0,0,0
824,0,0,0.019854235,0.166666667,0.077464841,1,0,0,0,0
827,1,0,0.007288263,0.333333333,0.072227388,0,1,0,0,1
830,1,1,0.183211862,0,0.028212719,0,1,0,0,0
831,1,0,0.005152048,0.166666667,0.036597563,1,0,0,0,1
833,0,0,0.283739633,0,0.015330377,1,0,0,0,0
834,0,0,0.220909776,0,0.016200521,1,0,0,0,0
835,1,1,0.484795175,0.166666667,0.162314192,0,1,0,1,0
836,0,0,0.25860769,0,0.016908074,1,0,0,0,0
838,1,0,0.396833375,0,0.110272458,1,0,0,0,0
840,0,0,0.246041719,0,0.01546857,1,0,0,0,0
841,0,0,0.195777834,0,0.020494635,1,0,0,0,1
842,1,1,0.371701433,0,0.06050797,0,1,0,1,0
843,0,0,0.428248304,0,0.012565163,0,1,0,0,0
844,0,0,0.208343805,0,0.016908074,1,0,0,0,0
845,0,0,0.522493089,0,0.014736619,1,0,0,0,0
847,0,0,0.434531289,0,0.015411575,0,1,0,0,0
848,0,0,0.34656949,0.166666667,0.06441171,1,0,0,0,1
850,0,0,0.044986177,0.333333333,0.061044735,1,0,0,0,0
851,0,0,0.924604172,0,0.015175789,1,0,0,0,0
852,0,1,0.107816034,0.166666667,0.02975782,0,1,0,0,0
853,1,1,0.195777834,0.166666667,0.076903678,1,0,0,1,0
854,0,1,0.547625031,0,0.05074862,1,0,0,0,1
855,1,1,0.220909776,0.166666667,0.018249985,1,0,0,0,0
856,1,1,0.560191003,0.166666667,0.321798367,1,0,0,1,0
857,1,0,0.635586831,0,0.051822149,1,0,0,1,0
858,1,1,0.296305604,0.5,0.037589698,0,1,0,0,0
860,0,0,0.509927117,0,0.027537568,1,0,0,0,0
861,0,0,0.25860769,0,0.022446505,1,0,0,0,1
862,1,1,0.597888917,0,0.050610428,1,0,0,1,0
864,0,0,0.296305604,0,0.02537431,1,0,0,0,1
865,1,1,0.522493089,0,0.02537431,1,0,0,0,1
866,1,1,0.334003519,0,0.0270496,0,1,0,0,1
867,0,0,0.384267404,0,0.098561238,1,0,0,1,0
869,1,0,0.044986177,0.166666667,0.021730754,1,0,0,0,0
870,0,0,0.321437547,0,0.015411575,1,0,0,0,0
871,1,1,0.585322946,0.166666667,0.102578967,1,0,0,1,0
872,0,0,0.409399347,0,0.00975935,1,0,0,1,0
873,0,0,0.585322946,0,0.01756683,1,0,0,0,0
874,1,1,0.34656949,0,0.04684488,0,1,0,0,1
875,1,1,0.183211862,0,0.014102261,0,1,0,0,0
876,0,0,0.246041719,0,0.019217722,1,0,0,0,0
877,0,0,0.233475748,0,0.015411575,1,0,0,0,0
879,1,1,0.698416688,0.166666667,0.162314192,0,1,0,1,0
880,1,1,0.308871576,0.166666667,0.05074862,1,0,0,0,1
881,0,0,0.409399347,0,0.015411575,1,0,0,0,0
882,0,1,0.271173662,0,0.020527231,1,0,0,0,0
883,0,0,0.34656949,0,0.020494635,1,0,0,0,1
884,0,0,0.308871576,0,0.013760684,1,0,0,0,0
885,0,1,0.484795175,0.833333333,0.056848214,0,0,1,0,0
886,0,0,0.334003519,0,0.02537431,1,0,0,0,1
887,1,1,0.233475748,0,0.0585561,1,0,0,1,0
889,1,0,0.321437547,0,0.0585561,0,1,0,1,0
890,0,0,0.396833375,0,0.015126993,0,0,1,0,0
